dataset,encoder,readout,nways,kshots,label_column,f1_micro,f1_micro_pm,timestamp,num_epochs,lr,weight_decay
germeval,gottbert,LR,5,10,ner_tags,60.30,1.56,2021-09-20 19:03:59,,,
germeval,random,LR,5,1,ner_tags,17.52,1.45,2021-09-20 18:13:16,,,
germeval,random,LR,5,5,ner_tags,20.70,1.48,2021-09-20 18:13:16,,,
germeval,random,LR,5,10,ner_tags,18.33,1.37,2021-09-20 18:13:16,,,
germeval,xlm,LR,5,1,ner_tags,27.24,1.76,2021-10-08 18:50:22,,,
germeval,xlm,LR,5,5,ner_tags,58.51,1.69,2021-10-08 18:50:22,,,
germeval,xlm,LR,5,10,ner_tags,65.37,1.53,2021-10-08 18:50:22,,,
lenovo,albert,LR,5,1,ner_bio_tags,41.23,1.70,2021-09-20 20:43:06,,,
lenovo,albert,LR,5,5,ner_bio_tags,62.73,1.47,2021-09-20 20:43:06,,,
lenovo,albert,LR,5,10,ner_bio_tags,66.61,1.46,2021-09-20 20:43:06,,,
lenovo,bert,LR,5,1,ner_bio_tags,37.39,1.73,2021-09-20 19:25:42,,,
lenovo,bert,LR,5,5,ner_bio_tags,63.19,1.53,2021-09-20 19:25:42,,,
lenovo,bert,LR,5,10,ner_bio_tags,67.45,1.54,2021-09-20 19:25:42,,,
lenovo,bert-conll,LR,5,1,ner_bio_tags,49.22,1.76,2021-10-12 02:49:43,,,
lenovo,bert-conll,LR,5,5,ner_bio_tags,65.40,1.60,2021-10-12 02:49:43,,,
lenovo,bert-conll,LR,5,10,ner_bio_tags,66.13,1.66,2021-10-12 02:49:43,,,
lenovo,bert-mnli,LR,5,1,ner_bio_tags,37.29,1.80,2021-09-28 19:39:06,,,
lenovo,bert-mnli,LR,5,5,ner_bio_tags,62.98,1.56,2021-09-28 19:39:06,,,
lenovo,bert-mnli,LR,5,10,ner_bio_tags,66.23,1.59,2021-09-28 19:39:06,,,
lenovo,bert-pos,LR,5,1,ner_bio_tags,45.67,1.70,2021-09-28 19:39:06,,,
lenovo,bert-pos,LR,5,5,ner_bio_tags,59.58,1.53,2021-09-28 19:39:06,,,
lenovo,bert-pos,LR,5,10,ner_bio_tags,60.61,1.51,2021-09-28 19:39:06,,,
lenovo,bert-squad,LR,5,1,ner_bio_tags,40.90,1.83,2021-10-12 01:06:38,,,
lenovo,bert-squad,LR,5,5,ner_bio_tags,61.01,1.67,2021-10-12 01:06:38,,,
lenovo,bert-squad,LR,5,10,ner_bio_tags,61.95,1.72,2021-10-12 01:06:38,,,
lenovo,random,LR,5,1,ner_bio_tags,13.49,1.43,2021-09-20 19:25:42,,,
lenovo,random,LR,5,5,ner_bio_tags,17.08,1.20,2021-09-20 19:25:42,,,
lenovo,random,LR,5,10,ner_bio_tags,16.21,1.06,2021-09-20 19:25:42,,,
lenovo,roberta,LR,5,1,ner_bio_tags,38.79,1.77,2021-09-20 20:55:36,,,
lenovo,roberta,LR,5,5,ner_bio_tags,66.44,1.49,2021-09-20 20:55:36,,,
lenovo,roberta,LR,5,10,ner_bio_tags,70.16,1.48,2021-09-20 20:55:36,,,
lenovo,spanbert,LR,5,1,ner_bio_tags,25.83,1.76,2021-09-20 20:23:14,,,
lenovo,spanbert,LR,5,5,ner_bio_tags,49.08,1.73,2021-09-20 20:23:14,,,
lenovo,spanbert,LR,5,10,ner_bio_tags,54.80,1.74,2021-09-20 20:23:14,,,
lenovo,xlnet,LR,5,1,ner_bio_tags,31.25,1.85,2021-09-20 20:32:57,,,
lenovo,xlnet,LR,5,5,ner_bio_tags,57.69,1.73,2021-09-20 20:32:57,,,
lenovo,xlnet,LR,5,10,ner_bio_tags,63.79,1.68,2021-09-20 20:32:57,,,
ontonotes,albert,LR,5,1,ner_tags,50.45,1.74,2021-09-20 23:13:34,,,
ontonotes,albert,LR,5,1,ner_tags,50.45,1.74,2021-10-11 14:25:22,,,
ontonotes,albert,NC,5,1,ner_tags,51.52,1.71,2021-10-11 14:25:22,,,
ontonotes,albert,NN,5,1,ner_tags,52.72,1.58,2021-10-11 14:25:22,,,
ontonotes,albert,LR,5,5,ner_tags,77.66,1.32,2021-09-20 23:13:34,,,
ontonotes,albert,LR,5,5,ner_tags,77.66,1.32,2021-10-11 14:25:22,,,
ontonotes,albert,NC,5,5,ner_tags,72.46,1.35,2021-10-11 14:25:22,,,
ontonotes,albert,NN,5,5,ner_tags,71.04,1.29,2021-10-11 14:25:22,,,
ontonotes,albert,LR,5,10,ner_tags,82.10,1.28,2021-09-20 23:13:34,,,
ontonotes,albert,LR,5,10,ner_tags,82.10,1.28,2021-10-11 14:25:22,,,
ontonotes,albert,NC,5,10,ner_tags,73.49,1.35,2021-10-11 14:25:22,,,
ontonotes,albert,NN,5,10,ner_tags,76.11,1.30,2021-10-11 14:25:22,,,
ontonotes,bert,LR,5,1,ner_tags,42.71,1.82,2021-09-20 21:07:46,,,
ontonotes,bert,LR,5,5,ner_tags,74.68,1.52,2021-09-20 21:07:46,,,
ontonotes,bert,LR,5,10,ner_tags,80.92,1.35,2021-09-20 21:07:46,,,
ontonotes,bert-conll,LR,5,1,ner_tags,58.99,1.73,2021-10-12 01:31:03,,,
ontonotes,bert-conll,LR,5,5,ner_tags,76.21,1.48,2021-10-12 01:31:03,,,
ontonotes,bert-conll,LR,5,10,ner_tags,77.75,1.48,2021-10-12 01:31:03,,,
ontonotes,bert-mnli,LR,5,1,ner_tags,42.99,1.82,2021-09-28 14:54:25,,,
ontonotes,bert-mnli,LR,5,5,ner_tags,75.29,1.47,2021-09-28 14:54:25,,,
ontonotes,bert-mnli,LR,5,10,ner_tags,80.94,1.38,2021-09-28 14:54:25,,,
ontonotes,bert-pos,LR,5,1,ner_tags,50.85,1.54,2021-09-28 14:54:25,,,
ontonotes,bert-pos,LR,5,5,ner_tags,66.17,1.39,2021-09-28 14:54:25,,,
ontonotes,bert-pos,LR,5,10,ner_tags,68.02,1.39,2021-09-28 14:54:25,,,
ontonotes,bert-squad,LR,5,1,ner_tags,47.83,1.71,2021-10-11 23:36:09,,,
ontonotes,bert-squad,LR,5,5,ner_tags,76.37,1.46,2021-10-11 23:36:09,,,
ontonotes,bert-squad,LR,5,10,ner_tags,79.68,1.43,2021-10-11 23:36:09,,,
ontonotes,contrastive_albert,LR,5,1,ner_tags,51.38,1.83,2021-10-17 16:02:46,1.0,5e-05,0.0
ontonotes,contrastive_albert,LR,5,1,ner_tags,49.87,1.78,2021-10-17 16:02:46,1.0,2e-05,0.0
ontonotes,contrastive_albert,LR,5,5,ner_tags,76.30,1.27,2021-10-17 16:02:46,1.0,2e-05,0.0
ontonotes,contrastive_albert,LR,5,5,ner_tags,76.65,1.27,2021-10-17 16:02:46,1.0,5e-05,0.0
ontonotes,contrastive_albert,LR,5,10,ner_tags,81.55,1.24,2021-10-17 16:02:46,1.0,2e-05,0.0
ontonotes,contrastive_albert,LR,5,10,ner_tags,81.47,1.25,2021-10-17 16:02:46,1.0,5e-05,0.0
ontonotes,contrastive_bert,LR,5,1,ner_tags,43.30,1.90,2021-10-15 22:53:05,1.0,5e-05,0.0002
ontonotes,contrastive_bert,LR,5,1,ner_tags,42.89,1.88,2021-10-17 15:10:49,1.0,5e-05,0.0
ontonotes,contrastive_bert,LR,5,1,ner_tags,42.50,1.87,2021-10-17 15:10:49,1.0,2e-05,0.0
ontonotes,contrastive_bert,LR,5,5,ner_tags,74.43,1.45,2021-10-15 22:53:05,1.0,5e-05,0.0002
ontonotes,contrastive_bert,LR,5,5,ner_tags,74.04,1.46,2021-10-17 15:10:49,1.0,2e-05,0.0
ontonotes,contrastive_bert,LR,5,5,ner_tags,74.02,1.45,2021-10-17 15:10:49,1.0,5e-05,0.0
ontonotes,contrastive_bert,LR,5,10,ner_tags,80.37,1.34,2021-10-15 22:53:05,1.0,5e-05,0.0002
ontonotes,contrastive_bert,LR,5,10,ner_tags,80.36,1.34,2021-10-17 15:10:49,1.0,5e-05,0.0
ontonotes,contrastive_bert,LR,5,10,ner_tags,80.13,1.35,2021-10-17 15:10:49,1.0,2e-05,0.0
ontonotes,contrastive_roberta,LR,5,1,ner_tags,41.66,1.87,2021-10-17 16:57:45,1.0,5e-05,0.0
ontonotes,contrastive_roberta,LR,5,1,ner_tags,41.19,1.84,2021-10-17 16:57:45,1.0,2e-05,0.0
ontonotes,contrastive_roberta,LR,5,5,ner_tags,76.56,1.28,2021-10-17 16:57:45,1.0,2e-05,0.0
ontonotes,contrastive_roberta,LR,5,5,ner_tags,75.29,1.28,2021-10-17 16:57:45,1.0,5e-05,0.0
ontonotes,contrastive_roberta,LR,5,10,ner_tags,82.51,1.19,2021-10-17 16:57:45,1.0,5e-05,0.0
ontonotes,contrastive_roberta,LR,5,10,ner_tags,83.13,1.18,2021-10-17 16:57:45,1.0,2e-05,0.0
ontonotes,contrastive_spanbert,LR,5,1,ner_tags,32.95,1.78,2021-10-17 14:20:13,1.0,5e-05,0.0
ontonotes,contrastive_spanbert,LR,5,1,ner_tags,32.79,1.76,2021-10-17 14:20:13,1.0,2e-05,0.0
ontonotes,contrastive_spanbert,LR,5,5,ner_tags,63.91,1.60,2021-10-17 14:20:13,1.0,2e-05,0.0
ontonotes,contrastive_spanbert,LR,5,5,ner_tags,64.29,1.62,2021-10-17 14:20:13,1.0,5e-05,0.0
ontonotes,contrastive_spanbert,LR,5,10,ner_tags,74.72,1.55,2021-10-17 14:20:13,1.0,5e-05,0.0
ontonotes,contrastive_spanbert,LR,5,10,ner_tags,73.74,1.57,2021-10-17 14:20:13,1.0,2e-05,0.0
ontonotes,contrastive_xlnet,LR,5,1,ner_tags,38.64,1.87,2021-10-17 12:52:43,1.0,5e-05,0.0
ontonotes,contrastive_xlnet,LR,5,1,ner_tags,37.98,1.85,2021-10-17 12:52:43,1.0,2e-05,0.0
ontonotes,contrastive_xlnet,LR,5,5,ner_tags,71.87,1.58,2021-10-17 12:52:43,1.0,2e-05,0.0
ontonotes,contrastive_xlnet,LR,5,5,ner_tags,70.66,1.61,2021-10-17 12:52:43,1.0,5e-05,0.0
ontonotes,contrastive_xlnet,LR,5,10,ner_tags,75.99,1.67,2021-10-17 12:52:43,1.0,5e-05,0.0
ontonotes,contrastive_xlnet,LR,5,10,ner_tags,78.23,1.55,2021-10-17 12:52:43,1.0,2e-05,0.0
ontonotes,random,LR,5,1,ner_tags,18.66,1.24,2021-09-20 21:07:46,,,
ontonotes,random,LR,5,5,ner_tags,19.73,1.01,2021-09-20 21:07:46,,,
ontonotes,random,LR,5,10,ner_tags,18.88,1.03,2021-09-20 21:07:46,,,
ontonotes,roberta,LR,5,1,ner_tags,42.74,1.81,2021-09-20 23:30:50,,,
ontonotes,roberta,LR,5,5,ner_tags,78.70,1.25,2021-09-20 23:30:50,,,
ontonotes,roberta,LR,5,10,ner_tags,83.80,1.22,2021-09-20 23:30:50,,,
ontonotes,spanbert,LR,5,1,ner_tags,34.30,1.82,2021-09-20 22:13:09,,,
ontonotes,spanbert,LR,5,5,ner_tags,65.64,1.62,2021-09-20 22:13:09,,,
ontonotes,spanbert,LR,5,10,ner_tags,74.14,1.51,2021-09-20 22:13:09,,,
ontonotes,xlnet,LR,5,1,ner_tags,38.40,1.82,2021-09-20 22:41:13,,,
ontonotes,xlnet,LR,5,5,ner_tags,72.60,1.64,2021-09-20 22:41:13,,,
ontonotes,xlnet,LR,5,10,ner_tags,78.38,1.54,2021-09-20 22:41:13,,,
smartdata,bert-german,LR,5,1,ner_tags,52.21,2.00,2021-09-20 18:13:16,,,
smartdata,bert-german,LR,5,5,ner_tags,83.33,1.35,2021-09-20 18:13:16,,,
smartdata,bert-german,LR,5,10,ner_tags,86.68,1.27,2021-09-20 18:13:16,,,
smartdata,gottbert,LR,5,1,ner_tags,49.96,1.96,2021-09-20 19:03:59,,,
smartdata,gottbert,LR,5,5,ner_tags,79.30,1.38,2021-09-20 19:03:59,,,
smartdata,gottbert,LR,5,10,ner_tags,83.10,1.37,2021-09-20 19:03:59,,,
smartdata,random,LR,5,1,ner_tags,26.12,1.69,2021-09-20 18:13:16,,,
smartdata,random,LR,5,5,ner_tags,23.52,1.33,2021-09-20 18:13:16,,,
smartdata,random,LR,5,10,ner_tags,21.55,1.23,2021-09-20 18:13:16,,,
smartdata,xlm,LR,5,1,ner_tags,53.17,1.98,2021-10-08 18:50:22,,,
smartdata,xlm,LR,5,5,ner_tags,80.89,1.33,2021-10-08 18:50:22,,,
smartdata,xlm,LR,5,10,ner_tags,85.66,1.30,2021-10-08 18:50:22,,,
wikiann,albert,LR,5,1,ner_tags,32.63,1.66,2021-09-20 23:13:34,,,
wikiann,albert,LR,5,5,ner_tags,53.11,1.62,2021-09-20 23:13:34,,,
wikiann,albert,LR,5,10,ner_tags,59.10,1.62,2021-09-20 23:13:34,,,
wikiann,bert,LR,5,1,ner_tags,24.53,1.66,2021-09-20 21:07:46,,,
wikiann,bert,LR,5,5,ner_tags,48.33,1.64,2021-09-20 21:07:46,,,
wikiann,bert,LR,5,10,ner_tags,54.84,1.67,2021-09-20 21:07:46,,,
wikiann,bert-conll,LR,5,1,ner_tags,55.15,1.98,2021-10-12 01:31:03,,,
wikiann,bert-conll,LR,5,5,ner_tags,67.22,1.61,2021-10-12 01:31:03,,,
wikiann,bert-conll,LR,5,10,ner_tags,71.34,1.62,2021-10-12 01:31:03,,,
wikiann,bert-mnli,LR,5,1,ner_tags,23.35,1.64,2021-09-28 15:55:07,,,
wikiann,bert-mnli,LR,5,5,ner_tags,46.94,1.66,2021-09-28 15:55:07,,,
wikiann,bert-mnli,LR,5,10,ner_tags,53.47,1.70,2021-09-28 15:55:07,,,
wikiann,bert-pos,LR,5,1,ner_tags,32.92,1.52,2021-09-28 15:55:07,,,
wikiann,bert-pos,LR,5,5,ner_tags,43.54,1.50,2021-09-28 15:55:07,,,
wikiann,bert-pos,LR,5,10,ner_tags,45.70,1.49,2021-09-28 15:55:07,,,
wikiann,bert-squad,LR,5,1,ner_tags,33.33,1.64,2021-10-11 23:36:09,,,
wikiann,bert-squad,LR,5,5,ner_tags,55.93,1.63,2021-10-11 23:36:09,,,
wikiann,bert-squad,LR,5,10,ner_tags,63.37,1.67,2021-10-11 23:36:09,,,
wikiann,random,LR,5,1,ner_tags,12.07,1.25,2021-09-20 21:07:46,,,
wikiann,random,LR,5,5,ner_tags,15.64,1.10,2021-09-20 21:07:46,,,
wikiann,random,LR,5,10,ner_tags,16.95,1.09,2021-09-20 21:07:46,,,
wikiann,roberta,LR,5,1,ner_tags,24.80,1.63,2021-09-20 23:30:50,,,
wikiann,roberta,LR,5,5,ner_tags,51.34,1.67,2021-09-20 23:30:50,,,
wikiann,roberta,LR,5,10,ner_tags,60.83,1.64,2021-09-20 23:30:50,,,
wikiann,spanbert,LR,5,1,ner_tags,22.67,1.63,2021-09-20 22:13:09,,,
wikiann,spanbert,LR,5,5,ner_tags,40.60,1.71,2021-09-20 22:13:09,,,
wikiann,spanbert,LR,5,10,ner_tags,46.44,1.74,2021-09-20 22:13:09,,,
wikiann,xlnet,LR,5,1,ner_tags,22.06,1.62,2021-09-20 22:41:13,,,
wikiann,xlnet,LR,5,5,ner_tags,36.81,1.72,2021-09-20 22:41:13,,,
wikiann,xlnet,LR,5,10,ner_tags,44.19,1.72,2021-09-20 22:41:13,,,
wikigold,albert,LR,5,1,ner_tags,32.30,1.66,2021-09-20 23:13:34,,,
wikigold,albert,LR,5,5,ner_tags,55.87,1.46,2021-09-20 23:13:34,,,
wikigold,albert,LR,5,10,ner_tags,61.23,1.40,2021-09-20 23:13:34,,,
wikigold,bert,LR,5,1,ner_tags,18.40,1.60,2021-09-20 21:07:46,,,
wikigold,bert,LR,5,5,ner_tags,49.19,1.53,2021-09-20 21:07:46,,,
wikigold,bert,LR,5,10,ner_tags,55.85,1.51,2021-09-20 21:07:46,,,
wikigold,bert-conll,LR,5,1,ner_tags,68.83,1.62,2021-10-12 01:31:03,,,
wikigold,bert-conll,LR,5,5,ner_tags,81.40,1.24,2021-10-12 01:31:03,,,
wikigold,bert-conll,LR,5,10,ner_tags,84.68,1.12,2021-10-12 01:31:03,,,
wikigold,bert-mnli,LR,5,1,ner_tags,20.33,1.58,2021-09-28 15:55:07,,,
wikigold,bert-mnli,LR,5,5,ner_tags,50.86,1.54,2021-09-28 15:55:07,,,
wikigold,bert-mnli,LR,5,10,ner_tags,55.81,1.46,2021-09-28 15:55:07,,,
wikigold,bert-pos,LR,5,1,ner_tags,37.46,1.52,2021-09-28 15:55:07,,,
wikigold,bert-pos,LR,5,5,ner_tags,55.54,1.39,2021-09-28 15:55:07,,,
wikigold,bert-pos,LR,5,10,ner_tags,55.62,1.33,2021-09-28 15:55:07,,,
wikigold,bert-squad,LR,5,1,ner_tags,30.80,1.61,2021-10-11 23:36:09,,,
wikigold,bert-squad,LR,5,5,ner_tags,53.96,1.55,2021-10-11 23:36:09,,,
wikigold,bert-squad,LR,5,10,ner_tags,57.99,1.48,2021-10-11 23:36:09,,,
wikigold,contrastive_albert,LR,5,1,ner_tags,33.34,1.62,2021-10-18 22:07:16,1.0,2e-05,0.0
wikigold,contrastive_albert,LR,5,1,ner_tags,34.05,1.65,2021-10-18 22:07:16,1.0,5e-05,0.0
wikigold,contrastive_albert,LR,5,5,ner_tags,57.67,1.45,2021-10-18 22:07:16,1.0,5e-05,0.0
wikigold,contrastive_albert,LR,5,5,ner_tags,57.65,1.49,2021-10-18 22:07:16,1.0,2e-05,0.0
wikigold,contrastive_albert,LR,5,10,ner_tags,62.68,1.32,2021-10-18 22:07:16,1.0,5e-05,0.0
wikigold,contrastive_albert,LR,5,10,ner_tags,62.17,1.32,2021-10-18 22:07:16,1.0,2e-05,0.0
wikigold,contrastive_bert,LR,5,1,ner_tags,16.64,1.47,2021-10-18 22:36:25,1.0,2e-05,0.0
wikigold,contrastive_bert,LR,5,1,ner_tags,16.85,1.48,2021-10-18 22:36:25,1.0,5e-05,0.0
wikigold,contrastive_bert,LR,5,5,ner_tags,49.19,1.53,2021-10-18 22:36:25,1.0,5e-05,0.0
wikigold,contrastive_bert,LR,5,5,ner_tags,49.11,1.54,2021-10-18 22:36:25,1.0,2e-05,0.0
wikigold,contrastive_bert,LR,5,10,ner_tags,56.87,1.49,2021-10-18 22:36:25,1.0,5e-05,0.0
wikigold,contrastive_bert,LR,5,10,ner_tags,56.47,1.50,2021-10-18 22:36:25,1.0,2e-05,0.0
wikigold,contrastive_roberta,LR,5,1,ner_tags,19.72,1.48,2021-10-18 23:11:59,1.0,2e-05,0.0
wikigold,contrastive_roberta,LR,5,1,ner_tags,19.90,1.50,2021-10-18 23:11:59,1.0,5e-05,0.0
wikigold,contrastive_roberta,LR,5,5,ner_tags,53.91,1.47,2021-10-18 23:11:59,1.0,5e-05,0.0
wikigold,contrastive_roberta,LR,5,5,ner_tags,55.76,1.49,2021-10-18 23:11:59,1.0,2e-05,0.0
wikigold,contrastive_roberta,LR,5,10,ner_tags,63.05,1.42,2021-10-18 23:11:59,1.0,5e-05,0.0
wikigold,contrastive_roberta,LR,5,10,ner_tags,64.06,1.41,2021-10-18 23:11:59,1.0,2e-05,0.0
wikigold,contrastive_spanbert,LR,5,1,ner_tags,15.39,1.37,2021-10-18 23:40:32,1.0,5e-05,0.0
wikigold,contrastive_spanbert,LR,5,1,ner_tags,15.39,1.37,2021-10-19 00:01:32,1.0,5e-05,0.0
wikigold,contrastive_spanbert,LR,5,1,ner_tags,14.93,1.36,2021-10-19 00:01:32,1.0,2e-05,0.0
wikigold,contrastive_spanbert,LR,5,5,ner_tags,42.92,1.61,2021-10-19 00:01:32,1.0,5e-05,0.0
wikigold,contrastive_spanbert,LR,5,5,ner_tags,42.46,1.60,2021-10-19 00:01:32,1.0,2e-05,0.0
wikigold,contrastive_spanbert,LR,5,10,ner_tags,49.73,1.60,2021-10-18 23:40:32,1.0,2e-05,0.0
wikigold,contrastive_spanbert,LR,5,10,ner_tags,49.73,1.60,2021-10-19 00:01:32,1.0,2e-05,0.0
wikigold,contrastive_spanbert,LR,5,10,ner_tags,50.93,1.63,2021-10-19 00:01:32,1.0,5e-05,0.0
wikigold,contrastive_xlnet,LR,5,1,ner_tags,18.23,1.41,2021-10-19 00:36:14,1.0,2e-05,0.0
wikigold,contrastive_xlnet,LR,5,1,ner_tags,19.13,1.47,2021-10-19 00:36:14,1.0,5e-05,0.0
wikigold,contrastive_xlnet,LR,5,5,ner_tags,44.21,1.69,2021-10-19 00:36:14,1.0,5e-05,0.0
wikigold,contrastive_xlnet,LR,5,5,ner_tags,44.15,1.65,2021-10-19 00:36:14,1.0,2e-05,0.0
wikigold,contrastive_xlnet,LR,5,10,ner_tags,53.59,1.66,2021-10-19 00:36:14,1.0,2e-05,0.0
wikigold,contrastive_xlnet,LR,5,10,ner_tags,52.26,1.70,2021-10-19 00:36:14,1.0,5e-05,0.0
wikigold,random,LR,5,1,ner_tags,3.71,0.65,2021-09-20 21:07:46,,,
wikigold,random,LR,5,5,ner_tags,10.02,0.74,2021-09-20 21:07:46,,,
wikigold,random,LR,5,10,ner_tags,11.62,0.79,2021-09-20 21:07:46,,,
wikigold,roberta,LR,5,1,ner_tags,20.63,1.63,2021-09-20 23:30:50,,,
wikigold,roberta,LR,5,5,ner_tags,56.08,1.42,2021-09-20 23:30:50,,,
wikigold,roberta,LR,5,10,ner_tags,64.84,1.40,2021-09-20 23:30:50,,,
wikigold,spanbert,LR,5,1,ner_tags,14.90,1.36,2021-09-20 22:13:09,,,
wikigold,spanbert,LR,5,5,ner_tags,41.07,1.56,2021-09-20 22:13:09,,,
wikigold,spanbert,LR,5,10,ner_tags,48.09,1.57,2021-09-20 22:13:09,,,
wikigold,xlnet,LR,5,1,ner_tags,18.01,1.43,2021-09-20 22:41:13,,,
wikigold,xlnet,LR,5,5,ner_tags,45.44,1.68,2021-09-20 22:41:13,,,
wikigold,xlnet,LR,5,10,ner_tags,53.85,1.67,2021-09-20 22:41:13,,,
wnut17,albert,LR,5,1,ner_tags,28.47,1.91,2021-09-20 23:13:34,,,
wnut17,albert,LR,5,5,ner_tags,55.12,1.79,2021-09-20 23:13:34,,,
wnut17,albert,LR,5,10,ner_tags,60.41,1.84,2021-09-20 23:13:34,,,
wnut17,bert,LR,5,1,ner_tags,25.71,1.97,2021-09-20 21:07:46,,,
wnut17,bert,LR,5,5,ner_tags,51.56,1.95,2021-09-20 21:07:46,,,
wnut17,bert,LR,5,10,ner_tags,58.77,1.87,2021-09-20 21:07:46,,,
wnut17,bert-conll,LR,5,1,ner_tags,44.96,1.99,2021-10-12 01:31:03,,,
wnut17,bert-conll,LR,5,5,ner_tags,63.99,1.78,2021-10-12 01:31:03,,,
wnut17,bert-conll,LR,5,10,ner_tags,69.76,1.68,2021-10-12 01:31:03,,,
wnut17,bert-mnli,LR,5,1,ner_tags,25.12,1.94,2021-09-28 15:55:07,,,
wnut17,bert-mnli,LR,5,5,ner_tags,48.50,1.91,2021-09-28 15:55:07,,,
wnut17,bert-mnli,LR,5,10,ner_tags,56.30,1.92,2021-09-28 15:55:07,,,
wnut17,bert-pos,LR,5,1,ner_tags,32.04,1.76,2021-09-28 15:55:07,,,
wnut17,bert-pos,LR,5,5,ner_tags,44.90,1.79,2021-09-28 15:55:07,,,
wnut17,bert-pos,LR,5,10,ner_tags,49.11,1.87,2021-09-28 15:55:07,,,
wnut17,bert-squad,LR,5,1,ner_tags,29.04,1.90,2021-10-11 23:36:09,,,
wnut17,bert-squad,LR,5,5,ner_tags,51.05,1.81,2021-10-11 23:36:09,,,
wnut17,bert-squad,LR,5,10,ner_tags,54.58,1.93,2021-10-11 23:36:09,,,
wnut17,random,LR,5,1,ner_tags,18.86,1.70,2021-09-20 21:07:46,,,
wnut17,random,LR,5,5,ner_tags,19.11,1.46,2021-09-20 21:07:46,,,
wnut17,random,LR,5,10,ner_tags,18.52,1.34,2021-09-20 21:07:46,,,
wnut17,roberta,LR,5,1,ner_tags,25.43,1.93,2021-09-20 23:30:50,,,
wnut17,roberta,LR,5,5,ner_tags,54.59,1.88,2021-09-20 23:30:50,,,
wnut17,roberta,LR,5,10,ner_tags,63.93,1.86,2021-09-20 23:30:50,,,
wnut17,spanbert,LR,5,1,ner_tags,23.14,1.88,2021-09-20 22:13:09,,,
wnut17,spanbert,LR,5,5,ner_tags,42.29,1.98,2021-09-20 22:13:09,,,
wnut17,spanbert,LR,5,10,ner_tags,48.84,2.04,2021-09-20 22:13:09,,,
wnut17,xlnet,LR,5,1,ner_tags,24.36,1.95,2021-09-20 22:41:13,,,
wnut17,xlnet,LR,5,5,ner_tags,42.26,2.03,2021-09-20 22:41:13,,,
wnut17,xlnet,LR,5,10,ner_tags,49.74,2.04,2021-09-20 22:41:13,,,
